WKT,name,description
"POLYGON ((110.010478 -7.885186, 110.1038618 -7.9273533, 110.2192041 -7.9872101, 110.3400679 -8.0252737, 110.3744002 -8.0687863, 110.4293318 -8.0932601, 110.5941267 -8.144922, 110.6902571 -8.1911403, 110.7012434 -8.1775472, 110.7122298 -8.1992959, 110.769908 -8.1965774, 110.8303328 -8.2006552, 110.8344522 -8.1741479, 110.8165999 -8.1422032, 110.802867 -8.161235, 110.7850142 -8.1517192, 110.7918806 -8.1190919, 110.7808943 -8.074225, 110.7561751 -8.0184744, 110.7863875 -7.8552581, 110.7877608 -7.8239676, 110.7754011 -7.8076412, 110.7548018 -7.8239676, 110.7232161 -7.7926748, 110.6847639 -7.8117229, 110.6724043 -7.788593, 110.5749007 -7.814444, 110.5886336 -7.7940354, 110.5556746 -7.7804292, 110.5378218 -7.7994778, 110.4979964 -7.7641011, 110.4897566 -7.723278, 110.476019 -7.6334443, 110.4622868 -7.5789984, 110.4458113 -7.5408873, 110.4252119 -7.5517785, 110.4128523 -7.5762826, 110.3675337 -7.6157586, 110.3016157 -7.659314, 110.2755232 -7.7069477, 110.2535506 -7.6865339, 110.2700301 -7.6484256, 110.2549238 -7.6375368, 110.2425642 -7.6525088, 110.1491804 -7.6416202, 110.1121016 -7.6647581, 110.1354475 -7.6865339, 110.1368208 -7.7300821, 110.1121016 -7.7722652, 110.0626631 -7.814444, 110.0503035 -7.8525373, 110.043437 -7.885186, 110.010478 -7.885186))",DIY Yogyakarta,
