WKT,name,description
"POLYGON ((106.7244612 -6.0893127, 106.7134749 -6.0947748, 106.7031752 -6.0961403, 106.6860091 -6.0961403, 106.6866957 -6.1070644, 106.6969954 -6.1111609, 106.6853224 -6.1261811, 106.6915023 -6.1350564, 106.6853224 -6.1439316, 106.690129 -6.1719216, 106.7155348 -6.1855748, 106.7148482 -6.196497, 106.7244612 -6.1944491, 106.7141616 -6.2244842, 106.7388808 -6.2244842, 106.744374 -6.2347231, 106.7450606 -6.2490572, 106.753987 -6.2531526, 106.7505538 -6.2668036, 106.7587935 -6.2777242, 106.7663466 -6.2981996, 106.7738997 -6.3063895, 106.7766463 -6.3166268, 106.7910659 -6.3159443, 106.8075453 -6.3145794, 106.7993056 -6.3316411, 106.7917525 -6.3480198, 106.7938124 -6.3657628, 106.808232 -6.364398, 106.8185317 -6.3568914, 106.8336379 -6.3555265, 106.8377577 -6.3432427, 106.8487441 -6.339148, 106.8569838 -6.3487022, 106.8617903 -6.3596211, 106.8693434 -6.3548441, 106.8858229 -6.3705397, 106.9009291 -6.3705397, 106.9071089 -6.3609859, 106.914662 -6.364398, 106.9187819 -6.3289112, 106.9215285 -6.3036596, 106.9119155 -6.2968346, 106.9064223 -6.273629, 106.9057357 -6.258613, 106.9180953 -6.2531526, 106.9448744 -6.2531526, 106.9462477 -6.2354057, 106.9503676 -6.2217539, 106.9627272 -6.2121973, 106.9675337 -6.196497, 106.9723403 -6.1664603, 106.9723403 -6.145297, 106.9695937 -6.1302774, 106.970967 -6.1138919, 106.9682204 -6.1016024, 106.9661605 -6.0920438, 106.9517409 -6.0961403, 106.9332015 -6.0961403, 106.9174086 -6.1036507, 106.9084822 -6.0968231, 106.905049 -6.1084299, 106.8995558 -6.0968231, 106.8768965 -6.0968231, 106.8583571 -6.1118437, 106.8446242 -6.1200365, 106.8281447 -6.1207192, 106.8157851 -6.1138919, 106.8096053 -6.1220847, 106.7993056 -6.0975059, 106.7972457 -6.1111609, 106.8013655 -6.1234502, 106.7910659 -6.1220847, 106.7903792 -6.1070644, 106.7663466 -6.1036507, 106.7725264 -6.1207192, 106.7622267 -6.118671, 106.7594802 -6.1022852, 106.7388808 -6.1016024, 106.730641 -6.1125264, 106.7230879 -6.1016024, 106.7244612 -6.0893127))",Kota DKI Jakarta,
