WKT,name,description
"POLYGON ((106.8061253 -6.2127972, 106.8051597 -6.2130105, 106.8039795 -6.2132665, 106.802735 -6.2135438, 106.8014046 -6.2138851, 106.8003961 -6.2141198, 106.7994734 -6.2143758, 106.798658 -6.2145677, 106.7982718 -6.214909, 106.7982718 -6.215549, 106.7983147 -6.2162529, 106.7983576 -6.2172128, 106.798422 -6.2183647, 106.7983147 -6.2192607, 106.7982932 -6.2198153, 106.798379 -6.2202206, 106.7983361 -6.2205832, 106.7991301 -6.2209672, 106.8002459 -6.2213725, 106.801705 -6.2219697, 106.8024775 -6.2223324, 106.8031641 -6.2225883, 106.8036362 -6.2230136, 106.8038079 -6.2235255, 106.8047949 -6.2246348, 106.8065545 -6.2233549, 106.8087861 -6.2220324, 106.8083569 -6.2211364, 106.8083569 -6.2191313, 106.8083569 -6.2167422, 106.8082281 -6.2158462, 106.806136 -6.2157986, 106.8062326 -6.2143431, 106.8061253 -6.2127972))",Gelora Bung Karno,
