WKT,name,description
"POLYGON ((106.8834675 -6.2990446, 106.8838967 -6.3005802, 106.8841971 -6.3021585, 106.8846263 -6.3034808, 106.8857421 -6.3044193, 106.8873299 -6.3053577, 106.8894328 -6.3056989, 106.891836 -6.3061255, 106.8941963 -6.3066374, 106.8976725 -6.3076611, 106.899432 -6.3087701, 106.9016636 -6.3097939, 106.9022645 -6.3110735, 106.9041527 -6.3111588, 106.9043673 -6.3096232, 106.9056119 -6.3086848, 106.9041957 -6.3078317, 106.9052685 -6.3065094, 106.9059981 -6.3043339, 106.9059981 -6.2994712, 106.9023503 -6.2995138, 106.9009341 -6.2993432, 106.8983592 -6.2993005, 106.8954838 -6.2991726, 106.8926514 -6.2990872, 106.8834675 -6.2990446))",Taman Mini Indonesia Indah
,
