WKT,name,description
"POLYGON ((106.8175203 -6.3104218, 106.8177778 -6.3149432, 106.8164045 -6.3151138, 106.8164045 -6.3161802, 106.8181211 -6.3163935, 106.8192369 -6.31682, 106.819194 -6.3174172, 106.8223268 -6.3176731, 106.8247301 -6.3178011, 106.8251592 -6.3151991, 106.8257601 -6.3112749, 106.8264467 -6.3113602, 106.82679 -6.3086302, 106.8246872 -6.3085023, 106.8245584 -6.3063695, 106.8229276 -6.3064121, 106.8225199 -6.3066254, 106.8206102 -6.3065615, 106.8205244 -6.305687, 106.8192637 -6.305527, 106.8190089 -6.3053297, 106.8186683 -6.3052817, 106.8161899 -6.3050472, 106.8164903 -6.3062415, 106.8169195 -6.306924, 106.8167049 -6.3079051, 106.8159754 -6.308289, 106.8158037 -6.309526, 106.8160612 -6.3105071, 106.8169195 -6.3105497, 106.8175203 -6.3104218))",Kebun Binatang Ragunan
,
