WKT,name,description
"POLYGON ((106.825592 -6.1715034, 106.8246478 -6.1715034, 106.8234033 -6.171546, 106.8232316 -6.1726554, 106.8232316 -6.1737647, 106.8233175 -6.1747887, 106.8233175 -6.176282, 106.8232316 -6.17769, 106.8231458 -6.1788847, 106.8231029 -6.17961, 106.8236179 -6.1803353, 106.8246478 -6.1803353, 106.826107 -6.18025, 106.8276519 -6.1801646, 106.8293685 -6.1800793, 106.8307418 -6.179994, 106.8308706 -6.1792686, 106.8303556 -6.1785433, 106.8298835 -6.1776047, 106.8299693 -6.1758127, 106.8298835 -6.174618, 106.8299264 -6.1736794, 106.8292398 -6.1731674, 106.829111 -6.172698, 106.8291969 -6.171674, 106.8280811 -6.171674, 106.8268794 -6.171674, 106.825592 -6.1715034))",taman monas,
